title,area,Diện tích đất:,Hướng cửa chính:,Giấy tờ pháp lý:,Đặc điểm nhà/đất:,Loại hình đất:,Chiều ngang:,Chiều dài:,Số phòng ngủ:,Số phòng vệ sinh:,Loại hình nhà ở:,Tình trạng nội thất:,Diện tích sử dụng:,Tình trạng bất động sản:,Diện tích:,Loại hình căn hộ:,Tổng số tầng:,Tầng số:,Hướng ban công:,Đặc điểm căn hộ:,Loại hình văn phòng:,street,ward,district,city,Phân khu/Lô/Block/Tháp,has_floor_number,Price (trieu VND)
Nhỉnh 2 tỷ nhập khẩu Ba Đình - Nhà đẹp - Sđcc,30.0,30.0,Đông Bắc,Đã có sổ,Nở hậu,Đất nông nghiệp,5.0,7.0,3.0,3.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,30.0,Đã bàn giao,89.6,Chung cư,3.0,1.0,Tây Bắc,Căn góc,Mặt bằng kinh doanh,đường giang văn minh,phường đội cấn,quận ba đình,hà nội,S4,1,2650.0
Nhà mặt đường an dương 1 new 10/1/2021,53.3,53.3,Tây,Đã có sổ,Nở hậu,Đất nông nghiệp,5.0,7.0,2.0,2.0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,30.0,Đã bàn giao,89.6,Chung cư,3.0,1.0,Tây Bắc,Căn góc,Mặt bằng kinh doanh,đường an dương 1,xã an đồng,huyện an dương,hải phòng,S4,1,2600.0
"Nhà 297/..Phan H Ích,P14,GV-4x20m, 2L,2ST ,7,680ty",80.0,80.0,Tây,Đã có sổ,Nở hậu,Đất nông nghiệp,5.0,7.0,4.0,6.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,30.0,Đã bàn giao,89.6,Chung cư,3.0,1.0,Tây Bắc,Căn góc,Mặt bằng kinh doanh,đường phan huy ích,phường 14,quận gò vấp,tp hồ chí minh,S4,1,7680.0
"VỠ NỢ BÁN GẤP NHÀ NGUYỄN OANH,Q.GÒ VẤP-70M2-850TR",70.0,70.0,Tây,Đã có sổ,Nở hậu,Đất nông nghiệp,5.0,7.0,3.0,2.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,70.0,Đã bàn giao,89.6,Chung cư,3.0,1.0,Tây Bắc,Căn góc,Mặt bằng kinh doanh,đường nguyễn oanh,phường 17,quận gò vấp,tp hồ chí minh,S4,1,850.0
THỜI ĐIỂM SĂN ĐÓN BĐS VẠN PHÁT SÔNG HẬU,80.0,80.0,Tây,Đã có sổ,Mặt tiền,Đất thổ cư,5.0,16.0,3.0,2.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,70.0,Đã bàn giao,89.6,Chung cư,3.0,1.0,Tây Bắc,Căn góc,Mặt bằng kinh doanh,quốc lộ nam sông hậu,phường hưng thạnh,quận cái răng,cần thơ,S4,1,660.0
Bán nhà ngay gigamail phường hiêp bình chánh,36.0,36.0,Đông Bắc,Đã có sổ,Mặt tiền,Đất thổ cư,4.0,9.0,2.0,2.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,55.0,Đã bàn giao,89.6,Chung cư,3.0,1.0,Tây Bắc,Căn góc,Mặt bằng kinh doanh,đường 18,phường hiệp bình chánh,quận thủ đức,tp hồ chí minh,S4,1,3150.0
Đất Thành phố Biên Hòa 66m2,66.0,66.0,Tây Bắc,Đã có sổ,Nở hậu,Đất thổ cư,4.0,16.0,2.0,2.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,55.0,Đã bàn giao,89.6,Chung cư,3.0,1.0,Tây Bắc,Căn góc,Mặt bằng kinh doanh,đường nguyễn văn lung,phường hoá an,thành phố biên hòa,đồng nai,S4,1,1400.0
Bán đất KDC Quận Ngũ hành Sơn. Giá chỉ 1 tỷ 9,108.0,108.0,Bắc,Đã có sổ,Nở hậu,Đất thổ cư,4.0,16.0,2.0,2.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,55.0,Đã bàn giao,69.5,Chung cư,3.0,15.0,Tây Bắc,Căn góc,Mặt bằng kinh doanh,đường mai đăng chơn,phường hoà quý,quận ngũ hành sơn,đà nẵng,B,1,1900.0
Nhà tui ở bình chánh.sôhổngriêng.đang cho thuê,48.0,48.0,Tây Bắc,Đã có sổ,Hẻm xe hơi,Đất thổ cư,4.0,12.0,2.0,2.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,48.0,Đã bàn giao,69.5,Chung cư,1.0,15.0,Tây Bắc,Căn góc,Mặt bằng kinh doanh,đường đinh đức thiện,xã bình chánh,huyện bình chánh,tp hồ chí minh,Không thuộc project/block,1,540.0
"Nhà đẹp ngay chợ Xóm Mới, hxh 495..LĐT. 3L,5,3 tỷ",50.0,50.0,Tây Bắc,Đã có sổ,Hẻm xe hơi,Đất thổ cư,4.0,12.0,4.0,5.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,48.0,Đã bàn giao,69.5,Chung cư,1.0,15.0,Tây Bắc,Căn góc,Mặt bằng kinh doanh,đường lê đức thọ,phường 16,quận gò vấp,tp hồ chí minh,Không thuộc project/block,1,5300.0
Đất Quận Ngũ Hành Sơn 111m2 22 triệu /mét,111.0,111.0,Tây Bắc,Đã có sổ,Hẻm xe hơi,Đất thổ cư,4.0,12.0,4.0,5.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,48.0,Đã bàn giao,69.5,Chung cư,1.0,15.0,Tây Bắc,Căn góc,Mặt bằng kinh doanh,đường mai đăng chơn,phường hoà quý,quận ngũ hành sơn,đà nẵng,Không thuộc project/block,1,2250.0
Còn 1 căn ngay mặt tiền đinh đức thiện SHR,90.0,90.0,Nam,Đã có sổ,Hẻm xe hơi,Đất thổ cư,6.0,15.0,3.0,3.0,"Nhà mặt phố, mặt tiền",Hoàn thiện cơ bản,90.0,Đã bàn giao,69.5,Chung cư,2.0,15.0,Tây Bắc,Căn góc,Mặt bằng kinh doanh,đường đinh đức thiện,xã tân quý tây,huyện bình chánh,tp hồ chí minh,Không thuộc project/block,1,1900.0
"Nhà Tôi 1 trệt 2 lầu xây mới ở Hiệp Bình Phước, TĐ",64.0,64.0,Nam,Đã có sổ,Nở hậu,Đất thổ cư,4.0,14.0,3.0,3.0,"Nhà mặt phố, mặt tiền",Hoàn thiện cơ bản,160.0,Đã bàn giao,69.5,Chung cư,2.0,15.0,Tây Bắc,Căn góc,Mặt bằng kinh doanh,đường số 10,phường hiệp bình phước,quận thủ đức,tp hồ chí minh,Không thuộc project/block,1,5300.0
"Lạc Long Quân, Quận 11, 52m2, ngang 4m, đường 12m",52.0,52.0,Nam,Đã có sổ,Hẻm xe hơi,Đất thổ cư,4.0,13.0,4.0,3.0,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,52.0,Đã bàn giao,69.5,Chung cư,4.0,15.0,Tây Bắc,Căn góc,Mặt bằng kinh doanh,đường lạc long quân,phường 5,quận 11,tp hồ chí minh,Không thuộc project/block,1,10000.0
"BÁN GẤP NHÀ CAO THẮNG,Q10-75M2-1.15 TỶ-SHR",75.0,75.0,Nam,Đã có sổ,Hẻm xe hơi,Đất thổ cư,4.0,13.0,3.0,2.0,"Nhà ngõ, hẻm",Nội thất cao cấp,75.0,Đã bàn giao,69.5,Chung cư,4.0,15.0,Tây Bắc,Căn góc,Mặt bằng kinh doanh,đường cao thắng,phường 12,quận 10,tp hồ chí minh,Không thuộc project/block,1,1150.0
Mặt đường đặng cương new,99.0,99.0,Nam,Đã có sổ,Hẻm xe hơi,Đất thổ cư,4.0,13.0,3.0,2.0,"Nhà ngõ, hẻm",Nội thất cao cấp,75.0,Đã bàn giao,69.5,Chung cư,4.0,15.0,Tây Bắc,Căn góc,Mặt bằng kinh doanh,đường đặng cương,xã đặng cương,huyện an dương,hải phòng,Không thuộc project/block,1,1010.0
Bán đất thoại sơn diện tích lớn giá rẻ,600.0,600.0,Nam,Đã có sổ,Mặt tiền,Đất thổ cư,20.0,30.0,3.0,2.0,"Nhà ngõ, hẻm",Nội thất cao cấp,75.0,Đã bàn giao,69.5,Chung cư,4.0,15.0,Tây Bắc,Căn góc,Mặt bằng kinh doanh,lộ tẻ đinh thành,xã định thành,huyện thoại sơn,an giang,Không thuộc project/block,1,2200.0
MẶT PHỐ ĐẠI MỖ 5 TẦNG MẶT TIỀN 4.5M GIÁ 3.2 TY,24.0,24.0,Nam,Đã có sổ,Nở hậu,Đất thổ cư,45.0,6.0,3.0,5.0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,200.0,Đã bàn giao,69.5,Chung cư,5.0,15.0,Tây Bắc,Căn góc,Mặt bằng kinh doanh,đường đại mỗ,phường đại mỗ,quận nam từ liêm,hà nội,Không thuộc project/block,1,3200.0
MT 7M5 VIEW SÔNG GẦN CẦU KHUÊ ĐÔNG KĐT VÕ CHÍ CÔNG,108.0,108.0,Nam,Đã có sổ,Nở hậu,Đất thổ cư,45.0,6.0,3.0,5.0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,200.0,Đã bàn giao,69.5,Chung cư,5.0,15.0,Tây Bắc,Căn góc,Mặt bằng kinh doanh,đường võ chí công,phường hoà quý,quận ngũ hành sơn,đà nẵng,Không thuộc project/block,1,2500.0
Bán đất Biệt thự 2 Mặt tiền - Diên Phước giáp HL39,167.8,167.8,Đông Bắc,Đã có sổ,Nở hậu,Đất thổ cư,6.0,27.0,3.0,5.0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,200.0,Đã bàn giao,69.5,Chung cư,5.0,15.0,Tây Bắc,Căn góc,Mặt bằng kinh doanh,đường bầu góc,xã diên phước,huyện diên khánh,khánh hòa,Không thuộc project/block,1,488.0
Lô mỹ tranh nam sơn new 10/1/2021,80.0,80.0,Đông Bắc,Đã có sổ,Nở hậu,Đất thổ cư,6.0,27.0,3.0,5.0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,200.0,Đã bàn giao,69.5,Chung cư,5.0,15.0,Tây Bắc,Căn góc,Mặt bằng kinh doanh,mĩ tranh,xã nam sơn,huyện an dương,hải phòng,Không thuộc project/block,1,910.0
"Chỉ 3,4 tỷ sở hữu CH chuẩn quốc tế Masteri",72.53,80.0,Tây Nam,Đã có sổ,Nở hậu,Đất thổ cư,6.0,27.0,1.0,1.0,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,200.0,Chưa bàn giao,72.53,Chung cư,5.0,15.0,Tây Nam,Căn góc,Mặt bằng kinh doanh,đường nguyễn xiển,phường long thạnh mỹ,quận 9,tp hồ chí minh,Không thuộc project/block,1,3400.0
Lô quỳnh hoàng vườn táo 50m2 new,50.0,50.0,Tây Nam,Đã có sổ,Nở hậu,Đất thổ cư,6.0,27.0,1.0,1.0,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,200.0,Chưa bàn giao,72.53,Chung cư,5.0,15.0,Tây Nam,Căn góc,Mặt bằng kinh doanh,đường quỳnh hoàng,xã nam sơn,huyện an dương,hải phòng,Không thuộc project/block,1,600.0
Đất vân tra 48 cần bán 10/1/2021,48.4,48.4,Tây Nam,Đã có sổ,Nở hậu,Đất thổ cư,6.0,27.0,1.0,1.0,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,200.0,Chưa bàn giao,72.53,Chung cư,5.0,15.0,Tây Nam,Căn góc,Mặt bằng kinh doanh,đường vân tra,xã an đồng,huyện an dương,hải phòng,Không thuộc project/block,1,650.0
"Nhà Lạc Long Quân 45m2*5 tầng*MT6m* Giá 3,95 tỷ",45.0,45.0,Tây Nam,Đã có sổ,Nở hậu,Đất thổ cư,6.0,27.0,3.0,4.0,"Nhà ngõ, hẻm",Nội thất cao cấp,200.0,Chưa bàn giao,72.53,Chung cư,5.0,15.0,Tây Nam,Căn góc,Mặt bằng kinh doanh,đường lạc long quân,phường bưởi,quận tây hồ,hà nội,Không thuộc project/block,1,3950.0
"Đất Huyện Cần Giuộc Long An 587m² (TC:300m2) 3,2ty",587.0,587.0,Tây Nam,Đã có sổ,Nở hậu,Đất thổ cư,6.0,27.0,3.0,4.0,"Nhà ngõ, hẻm",Nội thất cao cấp,200.0,Chưa bàn giao,72.53,Chung cư,5.0,15.0,Tây Nam,Căn góc,Mặt bằng kinh doanh,đường đt 835,xã mỹ lộc,huyện cần giuộc,long an,Không thuộc project/block,1,3200.0
Gia đình tôi làm ăn thua lỗ Bánđất ngay đường lớn,102.0,102.0,Tây Nam,Đã có sổ,Nở hậu,Đất thổ cư,6.0,27.0,3.0,4.0,"Nhà ngõ, hẻm",Nội thất cao cấp,200.0,Chưa bàn giao,72.53,Chung cư,5.0,15.0,Tây Nam,Căn góc,Mặt bằng kinh doanh,đường mai đăng chơn,phường hoà quý,quận ngũ hành sơn,đà nẵng,Không thuộc project/block,1,1500.0
Bán nhà gần trung tâm đà lạt view đẹp trên cao,90.0,90.0,Đông Nam,Đã có sổ,Hẻm xe hơi,Đất nền dự án,5.0,20.0,5.0,6.0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,200.0,Đã bàn giao,60.0,Chung cư,5.0,1.0,Tây Nam,Căn góc,Mặt bằng kinh doanh,cổ loa,phường 2,thành phố đà lạt,lâm đồng,Không thuộc project/block,1,5150.0
Nhà đẹp 2 pn. DT : 5m x 15m sổ hồng riêng BST,75.0,75.0,Tây,Đã có sổ,Hẻm xe hơi,Đất nền dự án,5.0,15.0,2.0,1.0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,75.0,Đã bàn giao,60.0,Chung cư,5.0,1.0,Tây Nam,Căn góc,Mặt bằng kinh doanh,16/7a,xã xuân thới thượng,huyện hóc môn,tp hồ chí minh,Không thuộc project/block,1,1150.0
"Nhà hẻm xe hơi Âu Cơ 78m2, 4 PN chỉ 5.2 tỷ",78.0,78.0,Tây,Đã có sổ,Nở hậu,Đất nền dự án,4.0,20.0,4.0,2.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,78.0,Đã bàn giao,60.0,Chung cư,2.0,1.0,Tây Nam,Căn góc,Mặt bằng kinh doanh,đường âu cơ,phường phú trung,quận tân phú,tp hồ chí minh,Không thuộc project/block,1,5200.0
BÁN ĐẤT KIỆT MAI ĐĂNG CHƠN GIÁ RẺ. Sát đường lớn,109.0,109.0,Tây,Đã có sổ,Nở hậu,Đất thổ cư,4.0,20.0,4.0,2.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,78.0,Đã bàn giao,60.0,Chung cư,2.0,1.0,Tây Nam,Căn góc,Mặt bằng kinh doanh,đường mai đăng chơn,phường hoà quý,quận ngũ hành sơn,đà nẵng,Không thuộc project/block,1,1500.0
BÁN ĐẤT MT 7M5 GẦN CẦU KHUÊ ĐÔNG KĐT VÕ CHÍ CÔNG,111.0,111.0,Tây,Đã có sổ,Nở hậu,Đất thổ cư,4.0,20.0,4.0,2.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,78.0,Đã bàn giao,60.0,Chung cư,2.0,1.0,Tây Nam,Căn góc,Mặt bằng kinh doanh,đường mai đăng chơn,phường hoà quý,quận ngũ hành sơn,đà nẵng,Không thuộc project/block,1,2250.0
CHỦ CẦN BÁN GẤP DỊP CUỐI NĂM LÔ ĐẤT KIỆT BÌNH KỲ,102.0,102.0,Tây,Đã có sổ,Nở hậu,Đất thổ cư,4.0,20.0,4.0,2.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,78.0,Đã bàn giao,60.0,Chung cư,2.0,1.0,Tây Nam,Căn góc,Mặt bằng kinh doanh,bình kỳ,phường hoà quý,quận ngũ hành sơn,đà nẵng,Không thuộc project/block,1,1500.0
Bán đất đường Xuân Thiều 21 gần dự án Mikazuki,70.0,70.0,Tây,Đã có sổ,Mặt tiền,Đất thổ cư,5.0,14.0,4.0,2.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,78.0,Đã bàn giao,60.0,Chung cư,2.0,1.0,Tây Nam,Căn góc,Mặt bằng kinh doanh,xuân thiều 21,phường hòa hiệp nam,quận liên chiểu,đà nẵng,Không thuộc project/block,1,2990.0
Bán nhà shr hẻm thông ngay chợ thiết q12 4x13,50.0,50.0,Tây,Đã có sổ,Hẻm xe hơi,Đất thổ cư,4.0,13.0,3.0,2.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,69.0,Đã bàn giao,60.0,Chung cư,2.0,1.0,Tây Nam,Căn góc,Mặt bằng kinh doanh,lê văn khương,phường hiệp thành,quận 12,tp hồ chí minh,Không thuộc project/block,1,2750.0
Đất Huyện Cần Đước - Long An 404m² 2.1 ty,404.0,404.0,Tây,Đã có sổ,Hẻm xe hơi,Đất thổ cư,10.0,40.0,3.0,2.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,69.0,Đã bàn giao,60.0,Chung cư,2.0,1.0,Tây Nam,Căn góc,Mặt bằng kinh doanh,đường đt 835,xã phước vân,huyện cần đước,long an,Không thuộc project/block,1,2100.0
KĐT ĐẮNG CẤP GẦN BX ĐỨC LONG MT 7M5,102.0,102.0,Tây,Đã có sổ,Hẻm xe hơi,Đất thổ cư,10.0,40.0,3.0,2.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,69.0,Đã bàn giao,60.0,Chung cư,2.0,1.0,Tây Nam,Căn góc,Mặt bằng kinh doanh,quốc lô 1 a,phường hoà hải,quận ngũ hành sơn,đà nẵng,Không thuộc project/block,1,1270.0
"Bán đất SHR, dt 38,5x37,5=1.450m2 có 1.313m2 tc.",1450.0,1450.0,Tây,Đã có sổ,Mặt tiền,Đất thổ cư,38.5,37.5,3.0,2.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,69.0,Đã bàn giao,60.0,Chung cư,2.0,1.0,Tây Nam,Căn góc,Mặt bằng kinh doanh,đường lê thị riêng,phường thới an,quận 12,tp hồ chí minh,Không thuộc project/block,1,35500.0
Nhà 2 tầng ngay trục đường Nguyễn Hoàng tp Huế,126.0,126.0,Tây,Đã có sổ,Mặt tiền,Đất thổ cư,7.0,18.0,2.0,2.0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,126.0,Đã bàn giao,60.0,Chung cư,2.0,1.0,Tây Nam,Căn góc,Mặt bằng kinh doanh,khu dân cư hương an,phường an hòa,thành phố huế,thừa thiên huế,Không thuộc project/block,1,1680.0
Bán căn hộ góc Bình Gĩa Residence Vũng Tàu,85.0,126.0,Tây Nam,Đã có sổ,Mặt tiền,Đất thổ cư,7.0,18.0,2.0,2.0,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,126.0,Đã bàn giao,85.0,Chung cư,2.0,1.0,Đông Bắc,Căn góc,Mặt bằng kinh doanh,đường bình giã,phường 8,thành phố vũng tàu,bà rịa - vũng tàu,Không thuộc project/block,1,2800.0
"Eco city 3, phường Hắc Dịch, Tx Phú Mỹ đã có sổ",150.0,150.0,Tây Nam,Đã có sổ,Mặt tiền,Đất thổ cư,5.0,30.0,2.0,2.0,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,126.0,Đã bàn giao,85.0,Chung cư,2.0,1.0,Đông Bắc,Căn góc,Mặt bằng kinh doanh,đường hắc dịch,phường hắc dịch,thị xã phú mỹ,bà rịa - vũng tàu,Không thuộc project/block,1,839.0
Đất nền nghỉ dưỡng Bảo Lộc giá đầu tư chỉ 435tr,150.0,150.0,Đông,Đã có sổ,Mặt tiền,Đất thổ cư,6.0,25.0,2.0,2.0,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,126.0,Đã bàn giao,85.0,Chung cư,2.0,1.0,Đông Bắc,Căn góc,Mặt bằng kinh doanh,đường quốc lộ 20,xã lộc an,huyện bảo lâm,lâm đồng,Không thuộc project/block,1,435.0
Bán đất VSIP2 giá 735Tr hỗ trợ ngân hàng,70.0,70.0,Đông,Đã có sổ,Mặt tiền,Đất thổ cư,5.0,14.0,2.0,2.0,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,126.0,Đã bàn giao,85.0,Chung cư,2.0,1.0,Đông Bắc,Căn góc,Mặt bằng kinh doanh,đường dt741,xã vĩnh tân,thị xã tân uyên,bình dương,Không thuộc project/block,1,735.0
"Nhà 147m2,nhà đất chính chủ",147.0,147.0,Đông Bắc,Đã có sổ,Nở hậu,Đất thổ cư,10.0,14.0,2.0,1.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,81.0,Đã bàn giao,85.0,Chung cư,2.0,1.0,Đông Bắc,Căn góc,Mặt bằng kinh doanh,đường lý thường kiệt,phường dĩ an,thị xã dĩ an,bình dương,Không thuộc project/block,1,3850.0
"Đưa 400tr ở miễn phí ,VVT Q3 giáp Q1",20.0,20.0,Đông Bắc,Đã có sổ,Nở hậu,Đất thổ cư,3.0,7.0,1.0,1.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,60.0,Đã bàn giao,85.0,Chung cư,2.0,1.0,Đông Bắc,Căn góc,Mặt bằng kinh doanh,đường võ văn tần,phường 6,quận 3,tp hồ chí minh,Không thuộc project/block,1,400.0
"Nghe Wowy hát ,700tr có VINHOME S501 tầng 8",51.0,20.0,Đông Bắc,Đã có sổ,Nở hậu,Đất thổ cư,3.0,7.0,1.0,1.0,"Nhà ngõ, hẻm",Nội thất cao cấp,60.0,Đã bàn giao,51.0,Chung cư,2.0,8.0,Đông Bắc,Căn góc,Mặt bằng kinh doanh,đường nguyễn xiển,phường long thạnh mỹ,quận 9,tp hồ chí minh,Không thuộc project/block,1,2000.0
NHÀ TRỆT LẦU (5x6m) LỘ XE HƠI-HẺM 1 TRẦN VĨNH KIẾT,30.0,30.0,Bắc,Đã có sổ,Nở hậu,Đất thổ cư,5.0,6.0,2.0,1.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,60.0,Đã bàn giao,51.0,Chung cư,2.0,8.0,Đông Bắc,Căn góc,Mặt bằng kinh doanh,694/16/8,phường an bình,quận ninh kiều,cần thơ,Không thuộc project/block,1,890.0
"đất 12,3x75 2mặt tiền đường gần tỉnh lộ10",,934.0,Tây Bắc,Đã có sổ,Nở hậu,Đất thổ cư,12.0,75.0,3.0,2.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,60.0,Đã bàn giao,51.0,Chung cư,2.0,8.0,Đông Bắc,Căn góc,Mặt bằng kinh doanh,đường 1,phường tân tạo,quận bình tân,tp hồ chí minh,Không thuộc project/block,1,29500.0
hẻm nhựa kd 1trệt 1lầu 100m2 đường đồng đen,,54.0,Tây Bắc,Đã có sổ,Nở hậu,Đất thổ cư,4.0,12.0,3.0,3.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,100.0,Đã bàn giao,51.0,Chung cư,2.0,8.0,Đông Bắc,Căn góc,Mặt bằng kinh doanh,đường đồng đen,phường 11,quận tân bình,tp hồ chí minh,Không thuộc project/block,1,7100.0
"Cần bán lô đất tại xã Phú an, Bến cát, BD",115.0,115.0,Tây Bắc,Đã có sổ,Hẻm xe hơi,Đất thổ cư,5.0,24.0,3.0,3.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,100.0,Đã bàn giao,51.0,Chung cư,2.0,8.0,Đông Bắc,Căn góc,Mặt bằng kinh doanh,đường n1,xã phú an,thị xã bến cát,bình dương,Không thuộc project/block,1,800.0
Đất nền thổ cư 110m2,110.0,110.0,Đông Bắc,Đã có sổ,Hẻm xe hơi,Đất thổ cư,5.0,22.0,3.0,3.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,100.0,Đã bàn giao,51.0,Chung cư,2.0,8.0,Đông Bắc,Căn góc,Mặt bằng kinh doanh,đường số 28,phường bình thủy,quận bình thuỷ,cần thơ,Không thuộc project/block,1,2530.0
Nhà 2 mê móng 3 tầng mặt tiền đào sư tích đón tết,67.0,67.0,Nam,Đã có sổ,Hẻm xe hơi,Đất thổ cư,43.0,155.0,3.0,2.0,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,125.0,Đã bàn giao,51.0,Chung cư,2.0,8.0,Đông Bắc,Căn góc,Mặt bằng kinh doanh,đường đào sư tích,phường hòa minh,quận liên chiểu,đà nẵng,Không thuộc project/block,1,3150.0
❌❌ Hiếm! Bán gấp lô đất Nguyễn Duy Trinh-Quận 9 ❌❌,63.6,63.6,Nam,Đã có sổ,Hẻm xe hơi,Đất thổ cư,4.0,15.95,3.0,2.0,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,125.0,Đã bàn giao,51.0,Chung cư,2.0,8.0,Đông Bắc,Căn góc,Mặt bằng kinh doanh,đường nguyễn duy trinh,phường phú hữu,quận 9,tp hồ chí minh,Không thuộc project/block,1,1560.0
"- Nhà Bà điểm Đường 6m chuẩn , 1 trệt 1 lửng 52m2",52.0,52.0,Nam,Đã có sổ,Nở hậu,Đất thổ cư,4.0,13.0,1.0,1.0,"Nhà mặt phố, mặt tiền",Hoàn thiện cơ bản,60.0,Đã bàn giao,51.0,Chung cư,1.0,8.0,Đông Bắc,Căn góc,Mặt bằng kinh doanh,đông lân hưng lân,xã bà điểm,huyện hóc môn,tp hồ chí minh,Không thuộc project/block,1,2.95
Bán đất hẻm 353 Lê Lợi bên hông KDC Uhome,100.0,100.0,Đông,Đã có sổ,Hẻm xe hơi,Đất thổ cư,5.0,20.0,1.0,1.0,"Nhà mặt phố, mặt tiền",Hoàn thiện cơ bản,60.0,Đã bàn giao,51.0,Chung cư,1.0,8.0,Đông Bắc,Căn góc,Mặt bằng kinh doanh,đường lê lợi,phường chánh lộ,thành phố quảng ngãi,quảng ngãi,Không thuộc project/block,1,1150.0
SIÊU PHẨM!! Bán gấp nhà Chu Văn An-Bình Thạnh!!,56.0,56.0,Đông,Đã có sổ,Hẻm xe hơi,Đất thổ cư,4.0,14.0,4.0,5.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,60.0,Đã bàn giao,51.0,Chung cư,1.0,8.0,Đông Bắc,Căn góc,Mặt bằng kinh doanh,đường chu văn an,phường 12,quận bình thạnh,tp hồ chí minh,Không thuộc project/block,1,3240.0
Đất trung tâm Thành phố ngay gần Vincom chỉ 8xx,60.0,60.0,Tây,Đã có sổ,Hẻm xe hơi,Đất nền dự án,5.0,12.0,4.0,5.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,60.0,Đã bàn giao,51.0,Chung cư,1.0,8.0,Đông Bắc,Căn góc,Mặt bằng kinh doanh,đường lê thánh tôn,phường nghĩa chánh,thành phố quảng ngãi,quảng ngãi,Không thuộc project/block,1,860.0
BÁN GẤP!! Lô đất đường Lò Lu-Trường Thạnh-quận 9!!,88.0,88.0,Tây,Đã có sổ,Mặt tiền,Đất thổ cư,4.0,22.0,4.0,5.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,60.0,Đã bàn giao,51.0,Chung cư,1.0,8.0,Đông Bắc,Căn góc,Mặt bằng kinh doanh,đường lò lu,phường trường thạnh,quận 9,tp hồ chí minh,Không thuộc project/block,1,1950.0
