title,price,area,location,description,Diện tích đất:,Giá/m2:,Hướng cửa chính:,Giấy tờ pháp lý:,Đặc điểm nhà/đất:,Loại hình đất:,Chiều ngang:,Chiều dài:,Số phòng ngủ:,Số phòng vệ sinh:,Loại hình nhà ở:,Tình trạng nội thất:,Diện tích sử dụng:,Tình trạng bất động sản:,Diện tích:,Loại hình căn hộ:,Tổng số tầng:,Tên phân khu/Lô/Block/Tháp:,Mã căn / Mã căn hộ:,Tầng số:,Hướng ban công:,Mã lô:,Đặc điểm căn hộ:,Loại hình văn phòng:,location_clean,street,ward,district,city,ten_phan_khu_final,planA_log
Đất ven Nha Trang trục Tỉnh lộ 2,560000000,81.0,"Đường Tỉnh Lộ 2, Xã Diên Lạc, Huyện Diên Khánh, Khánh Hòa","Lô đất cách Nha Trang 15 km trên trục đường Tỉnh lộ 2 đi Đà Lạt thuộc trung tâm xã Diên Lạc. Diện tích 81 m2 ngang 5.5m đường bê tông 4 m ô tô ra vô thoải mái. Điện nước có sẵn xây dựng tự do. Khu dân cư hiện hữu gần sông Cái mát mẻ, sổ đỏ chính chủ. Xung quanh đầy đủ gồm chợ , trường học, TT Y tế, cách cây xăng Ngọc Nghĩa 50 m đối diện ngã ba Lạc Hoà và Tỉnh lộ 2. Từ đường lớn ô tô đi vô 50m là tới. Đường tỉnh lộ 2 đang mở nâng cấp và quy hoạch Diên Khánh được lên thị xã hứa hẹn thích hợp đầu tư từ bây giờ. Liên hệ anh Hải chính chủ.",81.0,6910000,Tây Bắc,Đã có sổ,Mặt tiền,Đất thổ cư,5.5,16.0,2.0,2.0,"Nhà mặt phố, mặt tiền",Hoàn thiện cơ bản,140.0,Đã bàn giao,81.0,Chung cư,2.0,A,1,14.0,Đông Bắc,LK01,Căn góc,Mặt bằng kinh doanh,"đường tỉnh lộ 2, xã diên lạc, huyện diên khánh, khánh hòa",đường tỉnh lộ 2,xã diên lạc,huyện diên khánh,khánh hòa,A,
Bán Duplex Phú Hoàng Anh 4PN 3tỷ580 1 số đồ.,3580000000,258.0,"Đường Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh","Chính chủ Cho thuê Phú Hoàng Anh nhà đẹp giá rẻ.
DT: 258m2 4PN Một số đồ 
Tiện ích nội khu đầy đủ, gần các trường ĐH Tôn Đức Thắng, RMIT...
Nằm gần trung tâm Quận 1 chỉ 5km, gần trung tâm thương mại, siêu thị lớn...",81.0,13880000,Tây Bắc,Đã có sổ,Mặt tiền,Đất thổ cư,5.5,16.0,4.0,3.0,"Nhà mặt phố, mặt tiền",Hoàn thiện cơ bản,140.0,Đã bàn giao,258.0,Duplex,2.0,A,1,14.0,Đông Bắc,LK01,Căn góc,Mặt bằng kinh doanh,"đường nguyễn hữu thọ, xã phước kiển, huyện nhà bè, tp hồ chí minh",đường nguyễn hữu thọ,xã phước kiển,huyện nhà bè,tp hồ chí minh,A,
"Bán nhà Thịnh Liệt, nhà đẹp, 100m, 4 tầng ô tô vào",5300000000,100.0,"Đường Thịnh Liệt, Phường Thịnh Liệt, Quận Hoàng Mai, Hà Nội","Bán nhà Thịnh Liệt, nhà đẹp ở luôn, 100m, 4 tầng ngõ ô tô vào nhà, giá 5.3 tỷ.
Chủ nhà cần bán gấp nhà ngõ 42 Thịnh Liệt - Hoàng Mai, nhà ngõ rộng ô tô vào nhà, trước nhà ô tô tránh nhau, dừng đỗ thoải mái.
Vị trí đẹp gần trường Cấp 1 Thịnh Liệt, ngõ thông ra Giáp Nhị và khu Đô thị Ao Sào, gần bến xe Giáp Bát, Nước Ngầm, giao thông thuận tiện.
Diện tích 100m, nhà xây 4 tầng đẹp và chắc chắn, hiện đại, đầy đủ công năng sử dụng.
Sổ đỏ chính chủ, pháp lý chuẩn.
Giá chỉ 5.3 tỷ có thương lượng.
Liên hệ Anh Quang.",100.0,53000000,Tây Bắc,Đã có sổ,Hẻm xe hơi,Đất thổ cư,5.0,16.0,5.0,3.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,400.0,Đã bàn giao,258.0,Duplex,2.0,A,1,14.0,Đông Bắc,LK01,Căn góc,Mặt bằng kinh doanh,"đường thịnh liệt, phường thịnh liệt, quận hoàng mai, hà nội",đường thịnh liệt,phường thịnh liệt,quận hoàng mai,hà nội,A,
BIDV thanh lý nhà 52m2 3PN đường Âu Dương Lân,3100000000,52.0,"Đường Âu Dương Lân, Phường 3, Quận 8, Tp Hồ Chí Minh","Ngân hàng BIDV chi nhánh Q8 thanh lý gấp cuối năm căn nhà đường Âu Dương Lân, Phường 3, Q8
Diện tích: 52m2 1 lầu đúc dtsd 100m2
Giá: 3.1 tỷ (thương lượng cho ai thiện chí)
Hẻm 3 gác máy thông thoáng, cách mặt tiền chỉ vài bước chân. 
Vị Trí: cách cầu Chữ Y và cầu Kênh Sáng chỉ 5 phút đi xe, thuận lợi lưu thông qua các quận: 1,4,5,7. 
Tiện ích trong bán kính 1000m: Nhiều siêu thị lớn nhỏ, chợ, bệnh viện, trường mầm/tiểu/trung học, ủy ban phường, phòng gym, hồ bơi, hàng bán đồ điện/nước/xây dựng... 
Khu nhà an ninh, hàng xóm thân thiện, văn minh và yên tĩnh. hỗ trợ vay vốn lãi xuất thấp
Pháp lý: Sổ hồng chính chủ.không bị qui hoạch, k dính lộ giới. Môi giới giới thiệu 1%
LH: BIDV PGD3 Số 81 Dương Bá Trạc, Phường 1, Quận 8, Thành Phố Hồ Chí Minh",52.0,59620000,Tây Bắc,Đã có sổ,Hẻm xe hơi,Đất thổ cư,7.0,7.0,3.0,3.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,99.0,Đã bàn giao,258.0,Duplex,1.0,A,1,14.0,Đông Bắc,LK01,Căn góc,Mặt bằng kinh doanh,"đường âu dương lân, phường 3, quận 8, tp hồ chí minh",đường âu dương lân,phường 3,quận 8,tp hồ chí minh,A,
Bán nhà long an 1 trệt 1 lầu sổ riêng,700000000,80.0,"Đường Nguyễn Văn Dương, Xã Đức Hòa Đông, Huyện Đức Hòa, Long An","Còn 2 căn bán ăn tết sớm
Diện tích 4x10 giá 690 triệu tại khu công nghiệp Tân Đô Đức Hòa Long An",80.0,8750000,Đông Nam,Đã có sổ,Hẻm xe hơi,Đất thổ cư,4.0,10.0,2.0,2.0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,80.0,Đã bàn giao,258.0,Duplex,1.0,A,1,14.0,Đông Bắc,LK01,Căn góc,Mặt bằng kinh doanh,"đường nguyễn văn dương, xã đức hòa đông, huyện đức hòa, long an",đường nguyễn văn dương,xã đức hòa đông,huyện đức hòa,long an,A,inconsistent_area
Bán gấp 1033m2 đất nhà giá 330 triệu.,333000000,1033.0,"Đường ĐT 741, Xã Vĩnh Hoà, Huyện Phú Giáo, Bình Dương","Con Trai quậy phá thiếu nợ cho vay nặng lãi nên tooi cần bán gấp miếng đất này càng nhanh càng tốt.
Đất nhà diện tích 1033m2, ngang 20, có sổ hồng riêng
Miếng đất nằm sát khu dân cư Becamex, mua xây trọ hay làm xưởng đều rất ok.
Đất đường nhựa chạy ra chợ tầm 800m thôi.
Tôi bán giá chỉ 330 triệu
Anh chị nào lấy gọi tôi số .",1033.0,322362,Đông Nam,Đã có sổ,Hẻm xe hơi,Đất thổ cư,20.0,50.0,2.0,2.0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,80.0,Đã bàn giao,258.0,Duplex,1.0,A,1,14.0,Đông Bắc,LK01,Căn góc,Mặt bằng kinh doanh,"đường đt 741, xã vĩnh hoà, huyện phú giáo, bình dương",đường đt 741,xã vĩnh hoà,huyện phú giáo,bình dương,A,
"Bán nhà Ông Ích Khiêm p14q11,dt:3,6mx10m.sổ hồng",4880000000,40.0,"Đường Ông Bích Khiêm, Phường 14, Quận 11, Tp Hồ Chí Minh","💥💥 Chính chủ Cần tiền xài tết bán gấp nhà đường Ông ích khiêm P14 Q11💥💥
🎆Hẻm trứơc nhà 3,5 m 
🏘️DT : 3,6m x 10 m gồm 1tr 1 lửng 2 lầu st 
🏘️Gồm 5 phòng ngủ 4 wc
💒Sổ hồng riêng chính chủ
💸Giá : 4 tỷ 880 ( TL) 
🔊Liên hệ Kim Anh xem nhà trực tiếp",40.0,122000000,Đông Nam,Đã có sổ,Hẻm xe hơi,Đất thổ cư,20.0,50.0,5.0,4.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,80.0,Đã bàn giao,258.0,Duplex,1.0,A,1,14.0,Đông Bắc,LK01,Căn góc,Mặt bằng kinh doanh,"đường ông bích khiêm, phường 14, quận 11, tp hồ chí minh",đường ông bích khiêm,phường 14,quận 11,tp hồ chí minh,A,inconsistent_area
"Nhà mới 4p ngủ gần Tiểu học Phú hòa,ngã 4 LHP.",2500000000,75.0,"Đường Phú Lợi, Phường Phú Hòa, Thành phố Thủ Dầu Một, Bình Dương","Nhà mặt tiền 1trệt 2 lầu 4 phòng ngủ, 1 phòng khách.có sân thượng, sân trước sau,chỗ đậu ô tô. 
Diện tích:75m2 thổ cư full. 
Diện tích sàn 200m2
Pháp lý. Sổ riêng chính chủ
Đường nhựa lớn bằng phẳng 22m, xe hơi, xe tải lưu thông thuận lợi.có lối thoát hiểm 2m
Khu dân cư đông đúc, an ninh đảm bảo 
Gần chợ, siêu thị,Gần trường học, gần ubnd phú hòa,có công viên vui chơi giải trí
 giá:2 tỷ XXX
a/c nào quan tâm liên hệ: em phong",75.0,33330000,Đông Nam,Đã có sổ,Nở hậu,Đất thổ cư,5.0,17.0,4.0,3.0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,75.0,Đã bàn giao,258.0,Duplex,2.0,A,1,14.0,Đông Bắc,LK01,Căn góc,Mặt bằng kinh doanh,"đường phú lợi, phường phú hòa, thành phố thủ dầu một, bình dương",đường phú lợi,phường phú hòa,thành phố thủ dầu một,bình dương,A,
NHÀ 1 XẸT 40M2 TÔ HIỆU-TÂN THỚI HOÀ-QUẬN TÂN PHÚ,1450000000,40.0,"Đường Tô Hiệu, Phường Tân Thới Hòa, Quận Tân Phú, Tp Hồ Chí Minh","Cần bán nhà Tân Phú hẻm 1 xẹt đường Tô Hiệu, Phường Tân Thới Hoà, Quận Tân Phú

Giá: 1tỷ450 / 40m2 (4x10)
Nhà 1 lầu 2PN 2WC - đang cho thuê
Hẻm 6m thông, cách MT Tô Hiệu 15m

Gần THCS Tân Thới Hoà, Trạm Y Tế Phường Tân Thới Hoà, Bách Hoá Xanh, THPT Trần Cao Vân....khu vực đông dân cư

Sổ hồng riêng, sang tên ngay
Liên hệ ngay để xem nhà và giấy tờ pháp lý, miễn trung gian, cò lái",40.0,36250000,Đông Nam,Đã có sổ,Hẻm xe hơi,Đất thổ cư,4.0,10.0,2.0,2.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,80.0,Đã bàn giao,258.0,Duplex,2.0,A,1,14.0,Đông Bắc,LK01,Căn góc,Mặt bằng kinh doanh,"đường tô hiệu, phường tân thới hòa, quận tân phú, tp hồ chí minh",đường tô hiệu,phường tân thới hòa,quận tân phú,tp hồ chí minh,A,
Đất kinh doanh mặt tiền thủ dầu một,2500000000,210.0,"Đại Lộ Nguyễn Chí Thanh, Phường Tân An, Thành phố Thủ Dầu Một, Bình Dương","Cần bán gấp lô đất vị trí đẹp gần trường học ,ủy ban, chợ.gần khu du lịch đại nam..
Diện tích. 210m2 thổ cư
Giá bán. 2tyxxx
Sổ hồng riêng, mua công chứng trong ngày
Cơ sở hạ tầng đầy đủ , dân cư hiện hữu.thuận lợi cho việc kinh doanh buôn bán
lh. phong",210.0,11900000,Đông Nam,Đã có sổ,Mặt tiền,Đất thổ cư,6.0,36.0,2.0,2.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,80.0,Đã bàn giao,258.0,Duplex,2.0,A,1,14.0,Đông Bắc,LK01,Căn góc,Mặt bằng kinh doanh,"đại lộ nguyễn chí thanh, phường tân an, thành phố thủ dầu một, bình dương",đại lộ nguyễn chí thanh,phường tân an,thành phố thủ dầu một,bình dương,A,
"Bán đất gần đại học Tây Nguyên,cao đẳng sư phạm",595000000,150.0,"Đường Y Wang, Phường Ea Tam, Thành phố Buôn Ma Thuột, Đắk Lắk","BÁN ĐẤT CẠNH TRƯỜNG ĐH TÂY NGUYÊN - CAO ĐẲNG SƯ PHẠM 
- Hẻm 174 Y Wang thông ra Võ Văn Kiệt

⭐️ Diện tích: 5x30m
⭐️ Pháp lý: thổ cư 40m2
💰Giá chỉ từ: 595 triệu/1 lô

💥 Vị trí gần bến xe phía nam, gần trường Đại học Tây Nguyên, chợ, ...
👉 Khu vực dân cư đông đúc
👉 Đất đẹp, bằng phẳng
👉 Đường rộng 6m có vỉa hè ô tô đi thoải mái.( hiện tại đường cấp phối chuẩn bị đổ bê tông )
👉Ra ngoài Tết không còn giá này nên Bà Con tranh thủ mua để ở hoặc đầu tư xây nhà bán vì giá cả hợp lý ( đảm bảo lời )
- Cuối năm gia chủ kẹt tiền nên bán giá mềm 
- Khách Hàng Cuối năm thu nợ về tiền dư mua đất ra Tết bán đảm bảo lời . 
BỞI VẬY NÊN NHÀ GIÀU THÌ GIÀU THÊM 
CHỈ CÒN 3 LÔ THÔI Ạ NHANH THÌ CÒN CHẬM LẠI TIẾC Ạ",150.0,3970000,Tây Bắc,Đã có sổ,Hẻm xe hơi,Đất thổ cư,5.0,30.0,2.0,2.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,80.0,Đã bàn giao,258.0,Duplex,2.0,A,1,14.0,Đông Bắc,LK01,Căn góc,Mặt bằng kinh doanh,"đường y wang, phường ea tam, thành phố buôn ma thuột, đắk lắk",đường y wang,phường ea tam,thành phố buôn ma thuột,đắk lắk,A,
"BÁN GẤP NHÀ CŨ UNG VĂN KHIÊM, BTHANH. 50m2 SỔ HỒNG",1480000000,50.0,"Đường Ung Văn Khiêm, Phường 25, Quận Bình Thạnh, Tp Hồ Chí Minh","_Chính chủ cần bán căn nhà cấp 4 hẻm đường Ung Văn Khiêm, P25 , Bình Thạnh.
_Diện tích : 50m2 ( 5x10 ). Công nhận đủ.
_Nhà không lộ giới , không qui hoạch. Sổ hồng chính chủ mua sang tên công chứng ngay.
_Hẻm trước nhà 5m xe hơi , xe tải nhỏ ra vào thoải mái.
_Vị trí gần quán cà phê Đà Lạt Phố , khu dân cư đông đúc tiện kinh doanh.
_Hiện trạng nhà : cấp 4 xuống cấp tiện đập ra xây mới kinh doanh buôn bán hoặc cho thuê mặt bằng.
_Liên hệ trực tiếp Lâm để xem nhà. 
_Miễn cò lái môi giới.",50.0,29600000,Tây Bắc,Đã có sổ,Hẻm xe hơi,Đất thổ cư,5.0,10.0,1.0,1.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,50.0,Đã bàn giao,258.0,Duplex,2.0,A,1,14.0,Đông Bắc,LK01,Căn góc,Mặt bằng kinh doanh,"đường ung văn khiêm, phường 25, quận bình thạnh, tp hồ chí minh",đường ung văn khiêm,phường 25,quận bình thạnh,tp hồ chí minh,A,
Cần bán đất hòa tiến,920000000,120.0,"Đường 3m5, Xã Hòa Tiến, Huyện Hòa Vang, Đà Nẵng",chủ gỏi bán lô đất thôn la bông xã hòa tiến tdt 120m2 5×24 đường bê tông 4m thông tứ hướng,120.0,7666,Đông Bắc,Đã có sổ,Hẻm xe hơi,Đất thổ cư,5.0,24.0,1.0,1.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,50.0,Đã bàn giao,258.0,Duplex,2.0,A,1,14.0,Đông Bắc,LK01,Căn góc,Mặt bằng kinh doanh,"đường 3m5, xã hòa tiến, huyện hòa vang, đà nẵng",đường 3m5,xã hòa tiến,huyện hòa vang,đà nẵng,A,inconsistent_price_per_m2
Rổ Căn Bcons Miền Đông Giá Tốt Đủ Tầng Đủ Hướng,1080000000,35.0,"54 Tân lập, Phường Đông Hòa, Thị xã Dĩ An, Bình Dương, Phường Đông Hòa, Thị xã Dĩ An, Bình Dương","Phòng dự án Bcons cập nhập liên tục rổ căn Bcons Miền Đông đủ các vị trí căn tốt thị trường. 

- Bcons Miền Đông cuối năm 2020 nhận nhà ngay: Giá đã VAT + sang tên.

* Loại 1PN - 1WC.
Căn 34m2: 1,080 tỷ 
Căn 41m2: 1,240tỷ.

* Loại 2PN - 2WC.
Căn 51m2: 1,580 tỷ.
Căn 53,55m2 view Tây Nam: 1,570 tỷ (view làng đại học, metro).
Căn 53,55m2 view Đông Bắc: 1,600 tỷ (view hồ bơi, bến xe miền đông mới, metro, làng đại học).

* Loại 3PN 72,25m2 giá từ 1,950 tỷ.

Thông tin báo giá căn cụ thể các dự án Bcons, Quý khách hàng vui lòng gọi về phòng dự án để biết thêm chi tiết.

* Ngân hàng BIDV, TP Bank, MB Bank, Public hỗ trợ vay lên đến 80% trong 20 năm.
* 100% căn hộ đều có ban công và bàn giao hoàn thiện cơ bản tiện nghi.
* Bàn giao 2 nhà vệ sinh full thiết bị.
* Khách hàng vào tên chính chủ tại chủ đầu tư.
* Thủ tục nhanh gọn, chuyên nghiệp, nhiệt tình, cam kết bán nhanh - mua dễ, sinh lời cao.

- Tiện ích:
+ Nhà trẻ, shophouse, khu ăn uống, spa, chuỗi cafe...
+ Khu vui chơi trẻ em.
+ Độ phủ công viên cây xanh hơn 20% diện tích đất dự án.
+ Hồ bơi, gym, công viên, BBQ ngoài trời, phòng sinh hoạt cộng đồng.",120.0,30860000,Đông Bắc,Đang chờ sổ,Hẻm xe hơi,Đất thổ cư,5.0,24.0,1.0,1.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,50.0,Chưa bàn giao,35.0,Chung cư,2.0,A,1,14.0,Đông Bắc,LK01,Căn góc,Mặt bằng kinh doanh,"54 tân lập, phường đông hòa, thị xã dĩ an, bình dương, phường đông hòa, thị xã dĩ an, bình dương",54 tân lập,phường đông hòa,thị xã dĩ an,bình dương,A,
Nhà Trệt mặt tiền Lộ Ngân Hàng,5200000000,100.0,"Đường Lộ Ngân Hàng, Phường An Khánh, Quận Ninh Kiều, Cần Thơ","Nhà Trệt Mặt Tiền Lộ Ngân Hàng - P. An Khánh - Q. Ninh Kiều
• Diện tích : 4m x 25m = 100m2
• Pháp lý : Thổ cư 100%
• Hướng : Tây Bắc 
• Lộ giới chuẩn bị làm lộ 10m
Vị trí đẹp dân cư qua lại tấp nập thích hợp mua bán kinh danh, định cư lâu dài 
- Giá: 5 Tỷ 200 Triệu",100.0,52000000,Đông Bắc,Đã có sổ,Hẻm xe hơi,Đất thổ cư,5.0,24.0,2.0,2.0,"Nhà mặt phố, mặt tiền",Hoàn thiện cơ bản,50.0,Chưa bàn giao,35.0,Chung cư,2.0,A,1,14.0,Đông Bắc,LK01,Căn góc,Mặt bằng kinh doanh,"đường lộ ngân hàng, phường an khánh, quận ninh kiều, cần thơ",đường lộ ngân hàng,phường an khánh,quận ninh kiều,cần thơ,A,
"TÔI CHÍNH CHỦ CẦN BÁN ĐẤT VÂN CANH, DT 55.4M2",3460000000,55.0,"Đường Vân Canh, Xã Vân Canh, Huyện Hoài Đức, Hà Nội","TÔI SỔ ĐỎ CHÍNH CHỦ BÁN GẤP ĐẤT VÂN CANH 55.4M2, CÁCH MẶT ĐƯỜNG TRỊNH VĂN BÔ 30M, ĐƯỜNG Ô TÔ TRÁNH

- DT: 55.4m2 (mặt tiền 5.54m), đường trước nhà ô tô tránh.
- Hướng: Đông Nam, đối diện mảnh đất là vườn trồng bưởi của dân, xây nhà hết sức thoáng mát.
- Đã có sổ đỏ rõ ràng, cấp phép xây hết đất, 6 tầng.
- Vị trí đắc địa: Cách mặt đường 422 và 50m, cách mặt đường Trịnh Văn Bô 30m , gần Vành đai 3.5 (8 làn xe), cách Mỹ Đình đúng 3 phút chạy xe.
- Ngoài ra mảnh đất còn tiếp giáp KĐT HUD nên hưởng nhiều tiện ích và không gian sống của KĐT.
LIÊN HỆ CHÍNH CHỦ : (PHONE&ZALO)",55.0,62910000,Đông Nam,Đã có sổ,Mặt tiền,Đất thổ cư,5.0,10.0,2.0,2.0,"Nhà mặt phố, mặt tiền",Hoàn thiện cơ bản,50.0,Chưa bàn giao,35.0,Chung cư,2.0,dịch vụ 6.9,1,14.0,Đông Bắc,LK01,Căn góc,Mặt bằng kinh doanh,"đường vân canh, xã vân canh, huyện hoài đức, hà nội",đường vân canh,xã vân canh,huyện hoài đức,hà nội,Không thuộc project/block,
Đất Huyện Chơn Thành 1100m²,390000000,1100.0,"dt756, Xã Minh Lập, Huyện Chơn Thành, Bình Phước","Dự án: đất nền 1000m2 bình phước.
 Thông tin chi tiết: Dự án: Đất nền 1000m.
Thông tin chi tiết: - Diện tích : 20x55m2, đất chính chủ có sổ hồng riêng trao tay
- DIỆN TÍCH THẬT – GIÁ BÁN THẬT
- - Sang tên công chứng ngay trong ngày
- Đường vào rộng 12m, giao thông đi lại thuận tiện, đường giáp khu chợ đông đúc
- - Cách đường quốc lộ 14 đi vào 500m
- Mở xưởng hay trang trại đều thuận tiện
- Xung quanh khu dân cư hiện hữu, xây nhà trọ cho thuê
- - Cụm 3 khu công nghiêp lớn với lượng công nhân dồi dào có thể xây nhà trọ cho thuê
- Do kẹt tiền nên cần bán gấp, chi tiếp người thiện chí mua",1100.0,354545,Đông Nam,Đã có sổ,Mặt tiền,Đất nền dự án,20.0,55.0,2.0,2.0,"Nhà mặt phố, mặt tiền",Hoàn thiện cơ bản,50.0,Chưa bàn giao,35.0,Chung cư,2.0,dịch vụ 6.9,1,14.0,Đông Bắc,LK01,Căn góc,Mặt bằng kinh doanh,"dt756, xã minh lập, huyện chơn thành, bình phước",dt756,xã minh lập,huyện chơn thành,bình phước,Không thuộc project/block,
Bán nhà 1 trệt 1 lầu,700000000,40.0,"7, Đường Trần Văn Giàu, Xã Phạm Văn Hai, Huyện Bình Chánh, Tp Hồ Chí Minh","Bán nhà mới xây 
Giá 700triệu
Nhà 1trệt 1 lầu, 2 phòng ngủ ,1 phòng khách, 2 tolet ,phòng bếp
Nhà bán đường trần văn giàu-tỉnh lộ 10-cầu sáng
tiện ít gần trường học , gần chợ ,gần điện máy xanh 
diện tích xây dựng 80m2",40.0,17500000,Đông Nam,Đã có sổ,Hẻm xe hơi,Đất nền dự án,4.0,10.0,2.0,2.0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,80.0,Chưa bàn giao,35.0,Chung cư,1.0,dịch vụ 6.9,7,14.0,Đông Bắc,LK01,Căn góc,Mặt bằng kinh doanh,"7, đường trần văn giàu, xã phạm văn hai, huyện bình chánh, tp hồ chí minh",đường trần văn giàu,xã phạm văn hai,huyện bình chánh,tp hồ chí minh,Không thuộc project/block,
Vợ chồng em có lô đất 5×60=300m2( 100m thổ cư),199000000,300.0,"6666, Dh507, Xã Tân Hiệp, Huyện Phú Giáo, Bình Dương","+vợ chồng em bán gấp lô đất gần trung tâm phú giáo .
+diện tích 5×60=300m2.trong đó có sẵn 100m thổ cư .
+ vị trí rất đẹp và thuận tiện , cách trường cấp 1 , cấp 2, cấp 3 khoảng 500m.cách chợ, ủy ban khoảng 1km.
+đường 7m thông thoáng
+chỉ cần trả trước 50% còn lại e hỗ trợ vay ngân hàng 50% ..
+ có xe oto đưa đón xem đất miễn phí",300.0,663333,Đông Nam,Đã có sổ,Nở hậu,Đất thổ cư,5.0,60.0,2.0,2.0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,80.0,Chưa bàn giao,35.0,Chung cư,1.0,dịch vụ 6.9,7,14.0,Đông Bắc,LK01,Căn góc,Mặt bằng kinh doanh,"6666, dh507, xã tân hiệp, huyện phú giáo, bình dương",dh507,xã tân hiệp,huyện phú giáo,bình dương,Không thuộc project/block,
